track,artist
You Take My Breath Away,Rex Smith
Rock Island Line,Johnny Cash
"Who Built The Ark: Noah, Noah",Mike Seeger
Good Morning Judge,10cc
Paranoid,The Dickies
Outside Woman,Bloodstone
Running fast,Stefano Torossi
Dance Away,Roxy Music
D'amore si muore: Si muore d'amore - Soundtrack,Ennio Morricone
Plan 9 Channel 7,The Damned
Lazy Evening Blues,Alan Parker
School's Out,Alice Cooper
Die letzte Schlacht gewinnen wir,Ton Steine Scherben
Kinfolk's Blues,Muddy Waters
"The Grand Duel (Part VI) (From ""Il Grande Duello / The Grand Duel"")",Luis Bacalov
I'd Rather Love You,Charley Pride
Take The Long Way Home,Supertramp
People Gotta Move,Gino Vannelli
Solera - Instrumental,Paco de Lucía
Bold Soul Sister,Ike & Tina Turner
Monster,Steppenwolf
"Move Over, Little Dog",Lonnie Brooks
Shambala,B.W. Stevenson
Shower The People,James Taylor
If You Could See Her,Joel Grey
Swearin' To God,Frankie Valli
Dervish D.,Vangelis
Bitter Bad,Melanie
Funeral Song for Mississippi John Hurt,John Fahey
Weissensee,NEU!
Have You Never Been Mellow,Olivia Newton-John
"Buen Día, Paloma",Facundo Cabral
Another Night,The Hollies
Nine Below Zero - Live,Muddy Waters
Like A Sad Song,John Denver
On This Night Of A Thousand Stars / Eva And Magaldi / Eva Beware Of The City - Original Cast Recording/1979,Patti LuPone
Rock And Roll Music,The Beach Boys
Retrato,Oswaldo Montenegro
Am I Losing You,The Partridge Family Starring Shirley Jones Featuring David Cassidy
So bist du,Peter Maffay
Gonna Give Her All The Love I've Got,Marvin Gaye
Houston (I'm Comin' To See You),Glen Campbell
Just My Imagination (Running Away With Me),The Temptations
D.O.A.,Bloodrock
One Way Sunday,Mark-Almond
Vou Começar Tudo de Novo,Reginaldo Rossi
Golden Years,David Bowie
Bitches Brew,Miles Davis
Stella By Starlight,Miles Davis
Sixteen - 1996 Remastered Version,Buzzcocks
My Boy,Elvis Presley
I Get High On You,Sly Stone
Let Me Get To Know You,Paul Anka
I Want'a Do Something Freaky To You,Leon Haywood
Straw Hat and Cane,Keith Nichols
The World Is A Ghetto,War
Pra Você Tudo é Difícil,Reginaldo Rossi
Na Na Hey Hey Kiss Him Goodbye,Steam
Cuando Tenía Tu Edad,José Alfredo Jimenez
"Wayne, Wayne - Go Away",R. Stevie Moore
Nathan's Lament - Remastered,kalapana
Brazil - Alternate Take,Antônio Carlos Jobim
Viejo Mundo - Bulerías,Camaron De La Isla
Everything Merges With The Night - 2004 Digital Remaster,Brian Eno
Feel The Beat (Everybody Disco),Ohio Players
Lonely Teardrops,Brian Hyland
Agibore,MPB4
"Moeda, Reza e Cor",Dom Salvador
Peace On Earth - Concert In Japan,John Coltrane
(Bringing Out) The Girl In Me,Maxine Nightingale
Blood and Jasmine,Alex de Grassi
Sorry Seems To Be The Hardest Word,Elton John
After Cease to Exist - 32AR,Throbbing Gristle
Cheeseburger In Paradise,Jimmy Buffett
Tambo,"Pete ""El Conde"" Rodriguez"
If I Were A King,Joe Bataan
No One To Depend On,Santana
Fell For You,The Dramatics
Reminiscing,Little River Band
Let's Get Crazy Tonight,Rupert Holmes
A Dream Goes On Forever,Todd Rundgren
Invasión,Los Gatos
Dark Eye Tango,Al Di Meola
Goin' Home,The Osmonds
Cool Change,Little River Band
La désillusion,Eric Demarsan
Action,Sweet
Vecchi tempi n.2,Arawak
Good Timin',The Beach Boys
Thinking Of You,Loggins & Messina
Rocky Mountain Way,Joe Walsh
Swingle Song,Keith Mansfield
Rip Off,Sham 69
Since I Met You Baby,Freddy Fender
Step Across,Gregory Isaacs
My Eyes Get Blurry,Kenny Nolan
Vou Começar Tudo de Novo,Reginaldo Rossi
Josie,Kris Kristofferson
Everything's Coming Up Love,David Ruffin
Rain & Thunder 6,Nature's Mystic Moods
Take It To The Ozone,Freddie Hubbard
Someone To Light Up My Life,Antônio Carlos Jobim
"Desert Rock (spaceship, orbit)",Deuter
This Old Man,Mike Seeger
Smokin' In The Boy's Room,Brownsville Station
I'll Hold Out My Hand,The Clique
So You Win Again,Hot Chocolate
Layla,Derek & The Dominos
Nani Hanalei,The Brothers Cazimero
Superman,Donna Fargo
My Head Is My Only House Unless It Rains,Captain Beefheart & His Magic Band
Spider Jiving,Andy Fairweather Low
Arabia (strange fanfare leading into bazaar scene),Deuter
Spiral,Vangelis
Johnny Walker,Westernhagen
Part Time Love,Ann Peebles
Rising Sun,Kitaro
I'm On Fire,5000 Volts
Baby Sister Blues,Johnny Shines
Psycho Mafia,The Fall
New Ways To Live,Piero Piccioni
I Ain't Got a Little Bed,Bukka White
Amb la Boca Tancada,Ramon Muntaner
Let Me In,The Osmonds
Name of the Game,Brian Bennett
Love Is Like Oxygen,Sweet
Take Me To The River,Syl Johnson
Ballade de l'humeur vagabonde,Eric Demarsan
CHANGING STREAMS,Compost
Can I Get A Witness,Lee Michaels
Being friendly,Stefano Torossi
Boogie Woogie Bugle Boy,Bette Midler
I'll Make You Music,Beverly Bremers
Skin Tight,Ohio Players
Try Again,Big Star
What'll We Do With The Baby?,Mike Seeger
California My Way,The Main Ingredient
Veio D'Àgua,Elba Ramalho
Somethin' 'bout 'cha,Latimore
Achilipu,Las Grecas
Mi Inspiración - Instrumental,Paco de Lucía
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand
If I Needed You,Doc & Merle Watson
Very Well Dub,Wailing Souls
I.O.D.,U.K. Subs
Down in Mississippi,J.B. Lenoir
Hotel California,Eagles
Vai Trabalhar Vagabundo - Ao Vivo,MPB4
(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram
Happy Anniversary,Little River Band
Mit Pfefferminz bin ich dein Prinz,Westernhagen
Love Gonna Pack Up (And Walk Out),The Persuaders
Concrete Parachute - Instrumental,Stefan Grossman
Y.M.C.A.,Village People
"Fé Cega, Faca Amolada - Ao Vivo",MPB4
Here Comes That Rainy Day Feeling Again,The Fortunes
My Baby's Baby,Liquid Gold
Ridin' My Thumb To Mexico,Johnny Rodriguez
No One Receiving - 2004 Digital Remaster,Brian Eno
La ballata di Sacco e Vanzetti - Version 1,Ennio Morricone
Power Of Love,Martha Reeves
Presbyterian Guitar,John Hartford
Reach Out I'll Be There,Diana Ross
Volcano,Jimmy Buffett
Aun Se Acuerda De Mí,Vicente Fernández
Tired Of Being Alone,Al Green
Satyagraha: Tolstoy Farm,Philip Glass
Desdemona,The Searchers
Joy in the Morning,The Gaylads
What Do I Get? - 1996 Remastered Version,Buzzcocks
The Floppy Boot Stomp,Captain Beefheart & His Magic Band
Be My Girl,The Dramatics
Are You Leaving for the Country,Karen Dalton
Beautiful Kauai,Don Ho
Ipo Lei Manu,Gabby Pahinui
Fourty Four Blues,Sonny Boy Nelson
Saturday Nite,"Earth, Wind & Fire"
Bell Bottom Blues,Derek & The Dominos
"Congregavit nos in unum - Ubi caritas et amor + Psalm 133 (132), Verse 1 (Antiphon)",Traditional
Brujo,National Health
Way Back Home,The Jazz Crusaders
Up on the Hill Where They Do the Boogie,John Hartford
Let's Be Young Tonight,Jermaine Jackson
Ooh Baby Baby,Linda Ronstadt
Vanilla Ólay,Jackie DeShannon
Love Me,The Rascals
Jorge Da Capadócia,Jorge Ben Jor
Questions and Conclusions,Black Heat
Stranger In The Room,Michael Chapman
Statesboro Blues/Church Bell Blues,David Bromberg
A Cuba,Victor Jara
A Collective Improvisation,Lol Coxhill
You Got That Right,Lynyrd Skynyrd
Soiree,Bill Evans
Just Got To Know,Billy Boy Arnold
The Mosquito,The Doors
I Wanna Get Next To You,Rose Royce
Akhnaten: Akhnaten and Nefertiti,Philip Glass
Take It Back,The J. Geils Band
Sunset Strip,Ray Stevens
"Another Time, Another Place",Engelbert Humperdinck
Curb Job,The Dickies
Maggie,Redbone
Allan wie a Stan,Wolfgang Ambros
Idiot Box - Music For Pleasure,The Damned
The Rockford Files,Mike Post
Nachtlager N. Granada - The Lower Castle Yard,Traditional
"Hey Hey, My My (Into The Black)",Neil Young & Crazy Horse
Must Be Love,The James Gang
We Are Family,Sister Sledge
Vengeance,Carly Simon
Your Own Special Way,Genesis
It Makes Me Giggle,John Denver
Nutbush City Limits,Bob Seger
Dead Faces,Pholhas
"The Ballad of Sweeney Todd: ""Sweeney Pondered and Sweeney Planned""",Stephen Sondheim
Do Ya,Electric Light Orchestra
Ven Rumbero,Bobby Valentin
What a Day - Remastered,Throbbing Gristle
Love Song,Tommy James
A Mother For My Children,The Whispers
Sweet Bossa,De Wolfe Music
I Say A Little Prayer/By The Time I Get To Phoenix,Glen Campbell/Anne Murray
Fancy Lady,Billy Preston
Down,John Hartford
Pongiste De Tous Les Pays....,Komintern
Slow Motion,David Lindup
(Call Me Your) Anything Man,Bobby Moore
Tonight's The Night (Gonna Be Alright),Rod Stewart
Train Of Thought,Cher
One For The Money (part 1),The Whispers
I Like Your Lovin' (Do You Like Mine),The Chi-lites
Quiet Times - Instrumental,Ron Carter
"Easy Come, Easy Go",Bobby Sherman
Pieces Of April,Three Dog Night
There Won't Be Anymore,Charlie Rich
Sweet Love,Commodores
Slide,Slave
Slow Dance (Transductory Music),Carla Bley
Slow Heat,Les Baxter
Spoken Introduction - Live At The Montreux Jazz Festival / 1973,Sam Rivers
Gonna Be My Baby,Sunnyland Slim
I Believe In Music,Gallery
Willkommen,Joel Grey
"Oh Me, Oh My (Dreams In My Arms)",Al Green
"Honey, Honey",ABBA
My Life,Billy Joel
Capture The Moment,Jay & The Americans
She's Always A Woman,Billy Joel
Land Of The Midnight Sun,Al Di Meola
We Can Make It Baby,The Originals
Blue Angel,R. Stevie Moore
Georgia on my mind,Dexter Gordon
"Luckenbach, Texas (Back To The Basics Of Love)",Waylon Jennings
Rock The Boat,The Hues Corporation
Whips and Furs,The Vibrators
It's Only Love,Elvis Presley
Dawning Of The Day,Starcastle
The Gardens of Babylon,Jean-Luc Ponty
"Reach Out, I'll Be There",Gloria Gaynor
Jack And Jill,Raydio
Einstein on the Beach: Knee Play 5,Philip Glass
"Que Si, Que No... Lo Mismo Me Da",Facundo Cabral
Fairytale,The Pointer Sisters
Where Evil Grows,The Poppy Family
It's Going To Take Some Time,Carpenters
Do The Funky Chicken,Rufus Thomas
Tracks Of My Tears,Linda Ronstadt
Concierto De Aranjuez,Jim Hall
Doctor Love,First Choice
Got To Be There,Michael Jackson
"July 12, 1939",Charlie Rich
Screaming Night Hog,Steppenwolf
Sea Cruise,Johnny Rivers
Vahine Motu,Hui Ohana
The Hungry Years,Wayne Newton
Minstrel In The Gallery,Jethro Tull
I'm a Conservative,Iggy Pop
Lovely Luna,Kayak
My Own Way To Rock,Burton Cummings
Busca Sem Fim,Carlos Alexandre
We Are All Uprooted,Vangelis
Laundromat Blues,Carey Bell
To the Unknown Man,Vangelis
You Are What I Am,J.D. Crowe & The New South
Red Wing - Live,Lester Flatt
Yo-Yo,The Osmonds
First Chakra Keynote C (Red) - (Bonus Version) (Remastered),Steven Halpern
Fun Time,Joe Cocker
The Morning After,Maureen McGovern
King Jesus,Larry Sparks
Your Love Is Like A Cancer,Son Seals
The Key,Deuter
The Jam,Graham Central Station
Tres Veces Lo Negara (Bulerías por Soleá),Chiquetete
Keep Playin' That Rock 'N' Roll,Edgar Winter's White Trash
Midnight At The Oasis,Maria Muldaur
Satin Doll,Gene Ammons
My Favorite Things - Live In Stockholm / 1963,John Coltrane
Deck Of Cards,Prince Far I
Our House,"Crosby, Stills, Nash & Young"
Good Time Sally,Rare Earth
Só Tinha De Ser Com Você,Elis Regina
Sweet Emotion,Aerosmith
"Honey Please, Can't Ya See",Barry White
Si La Ves,Willie Colón
Natural High,Bloodstone
How Do You Feel The Morning After,Millie Jackson
Fight The Power Part 1,The Isley Brothers
Easy To Be Hard,Cheryl Barnes/Hair Soundtrack
"Man Smart, Woman Smarter",Robert Palmer
I'll Be Your Shelter (In Time Of Storm),Luther Ingram
Talk It Over In The Morning,Anne Murray
Ojo,Leo Kottke
"Baby, Please Don't Go - Live",Muddy Waters
California Kid And Reemo,Lobo
Who Are You,B.B. King
Best Thing That Ever Happened To Me,The Persuaders
Homenaje A Federico - Bulerías,Camaron De La Isla
The Last Time I Saw Her,Glen Campbell
Magnet And Steel,Walter Egan
Somewhere In The Night,Barry Manilow
Girl,kalapana
Movin' Out (Anthony's Song),Billy Joel
Ballada dla Alicji,Big Band Katowice
Agora Ninguém Chora Mais,Erasmo Carlos
Save Your Kisses For Me,Brotherhood Of Man
Avant-guerre,François de Roubaix
In The Ghetto,Candi Staton
Mother Whale Eyeless - 2004 Digital Remaster,Brian Eno
I'll Get Over You,Crystal Gayle
Crawl Space,Art Farmer
Cançó D'Amor,Jaume Arnella
Evening Star,Robert Fripp
The Sun-Song,Eloy
Dreamin,Loleatta Holloway
Took The Last Train,David Gates
Walk Right Up To The Sun,The Delfonics
Almost Like Being In Love,Michael Johnson
A Fifth Of Beethoven,Walter Murphy & The Big Apple Band
Adoro,Chavela Vargas
Black & White,Three Dog Night
Rapsodie (for orchestra with saxophone solo) - 1998 Remastered Version,Claude Debussy
What Are You Doing The Rest Of Your Life?,Bill Evans
Il Mio Nome è Nessuno / My Name is Nobody - Main Title,Ennio Morricone
Se Segura Malandro,Jorge Ben Jor
When the Morning Comes - Remastered,kalapana
Alto Saxophone Sonata in E-Flat Major: I. Ruhig bewegt,Paul Hindemith
I Don't Mind,Buzzcocks
Sweet Mama Hurry Home or I'll Be Gone,Leon Redbone
Got To Get You Into My Life,"Blood, Sweat & Tears"
If We Try,Don McLean
Lagoon Night,Iasos
I've Been Born Again,Johnnie Taylor
Music Bed (3),Brian Bennett
Take A Hand,Rick Springfield
If Only I Had My Mind On Something Else,Bee Gees
This Heart,Gene Redding
Love Hurts,Nazareth
Thank God And Greyhound,Roy Clark
Cotidiano,Chico Buarque
We Said Goodbye,Dave Maclean
"Call My Name, I'll Be There",Wilson Pickett
Reach Out And Touch (Somebody's Hand),Diana Ross
What's The Name Of This Funk (spider Man),Ramsey Lewis
Cançó del Prim,Josep Maria Espinàs
Every 1's A Winner,Hot Chocolate
Only Love Can Break Your Heart,Neil Young
Te Quiero Niña (Tangos),Chiquetete
Stuck In The Middle With You,Stealers Wheel
El Parque,Billy Bond y La Pesada
Silver Dreams,The Babys
Third Time Lucky (First Time I Was A Fool),Foghat
Sweet Thing,De Wolfe Music
Riversong,Tonto's Expanding Head Band
Romaria,Renato Teixeira
"Wonkavator/End Title (Pure Imagination) - From ""Willy Wonka & The Chocolate Factory"" Soundtrack",Leslie Bricusse
Help Me Some,J.D. Short
Trans-Pan-Dance - (Bonus Version) (Remastered),Steven Halpern
Rapid Fire,Black Heat
Simple Gifts,Traditional
Pretty Girls,Melissa Manchester
Woman To Woman,Joe Cocker and The Chris Stainton Band
La Città Fatta A Inferno,Tito Schipa Jr.
Le Beau Cancer,Brigitte Fontaine
Songbird - Remastered,kalapana
Sad Funk,Little Sonny
Apparition de l'Église éternelle,Olivier Messiaen
Tiny Dancer,Elton John
Star Wars Theme/Cantina Band,Meco
You Took The Words Right Out Of My Mouth,Meat Loaf
Young Criminals,U.K. Subs
Tudo Que Eu Quis Dar (A Big Kite),Leno e Lilian
The Guitar Man,Bread
Without Love,Aretha Franklin
Mind,Kas Product
Baby Hold On,The Grass Roots
Whatever Happened To...? - 1996 Remastered Version,Buzzcocks
Going Going Gone - Remastered,kalapana
Industrial Intro - 32AR,Throbbing Gristle
Acquarium,Arawak
It's So Easy,Linda Ronstadt
Welcome Back,John Sebastian
Cattle In The Cane,Norman Blake
Mister Magic,"Grover Washington, Jr."
Cat's In The Cradle,Harry Chapin
We Were Always Sweethearts,Boz Scaggs
Such A Woman,Tycoon
Fran-Dance - alternate take,Miles Davis
What Can I Say,Boz Scaggs
Just The Way You Are,Billy Joel
Brown Eyed Girl,El Chicano
"Darkness, Darkness",The Youngbloods
Turnover,De Wolfe Music
One Beautiful Day,"Ecstasy, Passion & Pain"
"Einstein on the Beach: Act IV, Scene 2 - Bed",Philip Glass
Absolutely Right,Five Man Electrical Band
One Of These Nights,Eagles
Itsudemo Soba ni,Taeko Onuki
"More, More, More Pt. 1",Andrea True Connection
The First Time Ever I Saw Your Face - Instrumental,Stefan Grossman
Church St. Blues,Norman Blake
Compatibility Leaves,R. Stevie Moore
I'm Still In Love With You,Al Green
The Swarm,Collin Walcott
Stress,Casa Das Máquinas
"Trina, komm mal voer de Doer",Hannes Wader
Cativo,Amado Batista
Yesterday Once More,Carpenters
Up On The Roof,James Taylor
She's In Love With You,Suzi Quatro
Passarinho Cantou / Madalena / Deixa Eu Dizer / Água Rolou Nº 1,MPB4
"Einstein on the Beach: Act I, Scene 1 - Train",Philip Glass
Engine Number 9,Wilson Pickett
Bring Back The Love Of Yesterday,The Dells
Choro,Antônio Carlos Jobim
Westbound Train,Dennis Brown
Give Love A Chance,Piero Piccioni
Ohio,"Crosby, Stills, Nash & Young"
Abre la Ventana,Victor Jara
Fake Paradise,Jean-Luc Ponty
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg
Passenger of the Dark,Jean-Luc Ponty
Hard Times - Remastered,kalapana
On the Road,John Hartford
That's What Love Will Make You Do,Little Milton
In A Broken Dream,Python Lee Jackson
Fool In The Rain,Led Zeppelin
Disco Rufus,Stargard
Hold On,The Rascals
Rivoluzione - Soundtrack,Ennio Morricone
Thirteen,Big Star
"Cole, Cooke & Redding",Wilson Pickett
The Man That Turned My Mama On,Tanya Tucker
On The Beach (In The Summertime),The 5th Dimension
Last Child,Aerosmith
To Know You Is To Love You,B.B. King
Taos New Mexico,R. Dean Taylor
I'll Supply The Love,Toto
And The Grass Won't Pay No Mind,Mark Lindsay
Man Of Constant Sorrow,Ginger Baker's Air Force
Juliette,kalapana
Let the Drums Speak,Fatback Band
John McLaughlin,John Hartford
Slide (Slidin' the Blues) - Take 1,The Stooges
Celebrate,Three Dog Night
Powwow The Indian Boy,Hot Rize
La valse du mariage,Francis Lai
A Apolitical Blues,Little Feat
Ca Plane Pour Moi,Plastic Bertrand
Una storia sentimentale,Arawak
Wai O Ke Aniani,Gabby Pahinui
Paranoid,Black Sabbath
Dark Horse,George Harrison
It Was Almost Like A Song,Ronnie Milsap
Bossa Nostra,Jan Ptaszyn Wróblewski Quartet
Sweet Maxine,The Doobie Brothers
Lean On Me,Bill Withers
Hideous,The Dickies
Baby Come Back,Player
Birthday Party - 2019 Remastering,Haruomi Hosono
Nakoma Juste 1 & 2,Verckys & L'Orchestre Vévé
Seasons In The Sun,Terry Jacks
"Mon Amour, Meu Bem, Ma Femme",Reginaldo Rossi
Loose - Take 22,The Stooges
Emília / Tristeza / Pra Seu Governo,MPB4
Bhimpalasri Jhala,Nikhil Banerjee
Handy Man,James Taylor
Sun Ship,John Coltrane
Free To Carry On,The Sandpipers
Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez
Nobody,The Doobie Brothers
My Way / Trouble,Raul Seixas
Ghana' E,Willie Colón
I Don't Want To Make You Wait,The Delfonics
Rockin' With The King,Canned Heat
Why,Carla Bley
Glory Day In Green Bay,Sam Spence
I Dig Everything About You,The Mob
L'Hereu Riera,Al Tall
Liebesleid,Fritz Kreisler
Fan Club,The Damned
I Can't Turn You Loose,Edgar Winter's White Trash
We Never Danced To A Love Song,The Manhattans
So Messed Up,The Damned
Oh my Love - Solo Orchestra,Riz Ortolani
Ain't Gonna' Hurt Nobody,Brick
La rousse,Vladimir Cosma
Bloody Well Right,Supertramp
Aum,Deuter
Nathan Jones,The Supremes
Midnight Rider,Gregg Allman
Riding the Waves,Blueridge Mountain Bluegrass Band
Johnny W. - Remastered,Westernhagen
Break Up To Make Up,The Stylistics
The Blues Had a Baby and They Named It Rock and Roll,Muddy Waters
Aubrey,Bread
Cascade,Gordon Giltrap
Calling Dr. Love,KISS
Smoke Gets In Your Eyes,Blue Haze
Uma Vida,Dom Salvador & Abolição
Gwiazdka dla Ewy,Extra Ball
Lawra - Instrumental,Ron Carter
Sixteen,Iggy Pop
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra
Gimme Shelter,Grand Funk Railroad
Voce Está Diferente,Reginaldo Rossi
Lament - Original Cast Recording/1979,Patti LuPone
In un bar,Ennio Morricone
Teach Your Children,"Crosby, Stills, Nash & Young"
T.V. Eye - Remastered,The Stooges
Small Talk,Marian McPartland
"When You're Hot, You're Hot",Jerry Reed
One Way Love,Bandit
Sahara Sunrise,John Cameron
That's The Sound That Lonely Makes,Tavares
Dancin' Shoes,Nigel Olsson
Never Let Her Slip Away,Andrew Gold
(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson
Shame,"Evelyn ""Champagne"" King"
Evangelho - Ao Vivo,MPB4
Will It Be You? (Chapter Four),Saga
Happy,Hog Heaven
The Best Disco In Town,The Ritchie Family
You Sure Love To Ball,Marvin Gaye
Samba Em Preludio - Live,Vinícius de Moraes
Arrivée à Paris,Eric Demarsan
Milk Cow Blues,Johnny Shines
Great Gospel Blues (Right on That Shore),Big Joe Williams
"Search and Destroy - (Georgia Peaches) [Live at Richards, Atlanta, GA, October 1973]",The Stooges
Como Nossos Pais,Elis Regina
Video Killed The Radio Star,The Buggles
